Model,Scenario,Region,Variable,Unit,1990,1995,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2020,2021,2022,2023,2024,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Hydrogen|Biomass,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0.027272051,,0.027272051,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Hydrogen|Coal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0.131433992,,0.164862103,,0.098709098,,0.023714989,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Hydrogen|Electricity,EJ/yr,,,,,,,,,,,,,0.09846818,,,,,0,0,,,,,,0.158664728,,1.186361261,,3.72769116,,6.068968868,,8.242537038,,9.548906897,,9.31460144,,9.077575429
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Hydrogen|Gas,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Liquids|Biomass,EJ/yr,,,,,,,,,,,,,1.556117366,,,,,1.768068614,3.32444405,,,,,,2.736178061,,2.427004199,,1.645130714,,1.158685481,,0.59996326,,0.392050208,,0.59451203,,0.604436859
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Liquids|Coal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.124721761,,0.124721761,,0,,0,,0.030667692,,0.030667692,,0.018361844,,0.010993932
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Liquids|Gas,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.371855401,,0.502421329,,0.536638649,,0.118729261,,0.118729261,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Liquids|Oil,EJ/yr,,,,,,,,,,,,,74.67163888,,,,,60.1134514,58.15664182,,,,,,33.31053075,,18.49895041,,9.739316998,,4.543704803,,1.7140684,,0.46711063,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Solids|Biomass,EJ/yr,,,,,,,,,,,,,4.476546514,,,,,3.279432348,4.032883451,,,,,,4.051404593,,2.470355183,,1.79549826,,3.222815427,,2.169402978,,1.879827713,,1.639333975,,1.641247555
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5OECD90+EU,Secondary Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,4.01898685,,,,,3.440126333,3.633802385,,,,,,1.159197135,,0.156779358,,0.039733146,,3.88E-05,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Demand,million t DM/yr,,,,,,,,,,,,,254.6635,,,,,271.1613,287.6589,,,,,,269.716827,,250.9620336,,255.5151231,,288.5904372,,291.5800941,,301.9139241,,282.8960758,,272.9779609
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Demand|Crops,million t DM/yr,,,,,,,,,,,,,9.3983,,,,,9.3927,9.3871,,,,,,9.26917706,,10.17531671,,31.14779976,,76.51881385,,90.77137691,,112.0343458,,99.69860563,,96.54693917
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Demand|Crops|Energy|1st generation,million t DM/yr,,,,,,,,,,,,,9.3983,,,,,9.3927,9.3871,,,,,,9.26917706,,9.080687078,,8.831718655,,8.550093858,,8.292530058,,7.980185164,,7.808161819,,7.6678
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Demand|Crops|Energy|2nd generation,million t DM/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,1.094629634,,22.31608111,,67.96872,,82.47884685,,104.0541606,,91.89044382,,88.87913917
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Demand|Livestock|Food,million t DM/yr,,,,,,,,,,,,,20.6416,,,,,21.5465,22.4512,,,,,,17.98588753,,16.08330694,,15.03403898,,14.3778309,,13.85961566,,13.25352296,,12.84024229,,12.36341869
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Demand|Livestock|Other,million t DM/yr,,,,,,,,,,,,,3.6614,,,,,3.7459,3.8304,,,,,,3.198870424,,2.803312114,,2.511271589,,2.337180871,,2.183293426,,2.027292252,,1.936287553,,1.848901613
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Production,million t DM/yr,,,,,,,,,,,,,271.2685,,,,,295.2996,319.3308,,,,,,341.5566204,,354.3933639,,376.2825131,,414.4383999,,424.0196601,,436.8885559,,422.5234004,,418.3406818
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Production|Energy,million t DM/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,1.094629634,,22.31608111,,67.96872,,82.47884685,,104.0541606,,91.89044382,,88.87913917
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Production|Energy|Crops,million t DM/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,1.094629634,,22.31608111,,67.96872,,82.47884685,,104.0541606,,91.89044382,,88.87913917
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Production|Non-Energy,million t DM/yr,,,,,,,,,,,,,271.2685,,,,,295.2996,319.3308,,,,,,341.5566204,,353.2987342,,353.966432,,346.4696799,,341.5408132,,332.8343953,,330.6329566,,329.4615426
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Production|Non-Energy|Crops,million t DM/yr,,,,,,,,,,,,,247.0416,,,,,269.8526,292.6636,,,,,,318.3765806,,332.7688617,,335.3859401,,329.0935116,,325.1180055,,317.2730957,,315.7607252,,315.3187476
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Agricultural Production|Non-Energy|Livestock,million t DM/yr,,,,,,,,,,,,,24.2269,,,,,25.447,26.6672,,,,,,23.18003981,,20.52987257,,18.58049186,,17.37616828,,16.42280775,,15.56129957,,14.87223139,,14.14279499
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Carbon Sequestration|CCS,Mt CO2/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Carbon Sequestration|Land Use,Mt CO2/yr,,,,,,,,,,,,,29.1375,,,,,48.6349,68.104,,,,,,139.6125573,,227.2592065,,336.4049386,,435.3333599,,512.8037275,,584.6999792,,612.0616207,,625.4164918
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|BC,Mt BC/yr,,,,,,,,,,,,,0.593541276,,,,,0.478825568,0.406723734,,,,,,0.160038292,,0.121529663,,0.099014209,,0.100212328,,0.095095269,,0.096068838,,0.098857299,,0.090725196
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CF4,kt CF4/yr,,,,,,,,,,,,,0.631851086,,,,,0.526303572,0.538073695,,,,,,0.11457367,,0.057218327,,0.043067682,,0.038293221,,0.036320015,,0.034324753,,0.032308677,,0.030261784
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CH4,Mt CH4/yr,,,,,,,,,,,,,37.95956349,,,,,38.59177991,39.36928971,,,,,,23.8516245,,14.77536692,,10.54795122,,7.715592285,,6.257998767,,5.952709657,,5.876638263,,5.557886668
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CH4|AFOLU,Mt CH4/yr,,,,,,,,,,,,,10.7064282,,,,,10.7506464,10.7947693,,,,,,7.409145784,,6.560110109,,6.085056948,,5.917842052,,5.695429147,,5.54252409,,5.549191171,,5.277175372
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CH4|Waste,Mt CH4/yr,,,,,,,,,,,,,7.471239914,,,,,7.352679606,7.334646223,,,,,,6.779894711,,5.604993328,,3.332001968,,1.20722728,,0.176976587,,0.155904571,,0.135276091,,0.116381314
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CO,Mt CO/yr,,,,,,,,,,,,,74.46863769,,,,,70.3825859,66.10576635,,,,,,32.28537978,,26.25503591,,22.21185213,,22.68937809,,21.51832892,,21.75795279,,22.44126024,,20.33986317
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,3456.281075,,,,,3710.947465,3442.23812,,,,,,1154.810611,,264.4475881,,-123.6316042,,-279.6052925,,-382.3473529,,-461.8911362,,-496.7733599,,-524.9984631
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CO2|AFOLU,Mt CO2/yr,,,,,,,,,,,,,95.38173333,,,,,71.77866667,47.53173333,,,,,,-85.36104145,,-162.0854462,,-261.1954723,,-353.117679,,-435.5008217,,-506.2872874,,-534.800137,,-558.865028
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,,,,,,,,,,,,3360.899342,,,,,3639.168798,3394.706387,,,,,,1240.171652,,426.5330344,,137.5638682,,73.51238647,,53.15346875,,44.39615121,,38.02677706,,33.86656488
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|CO2|Waste,Mt CO2/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|F-Gases,Mt CO2-equiv/yr,,,,,,,,,,,,,56.93078002,,,,,57.17766605,74.47192608,,,,,,16.86581117,,16.97033096,,17.38421406,,17.16525678,,16.92553368,,16.64662553,,16.33435997,,16.08022437
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|HFC,kt HFC134a-equiv/yr,,,,,,,,,,,,,21.89206277,,,,,30.31942395,42.84545259,,,,,,10.27029687,,10.7650588,,11.33295476,,11.25485999,,11.16354598,,11.04549846,,10.91564655,,10.79811837
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,,,,,,,,,,,,4633.912517,,,,,4929.468502,4707.735087,,,,,,1957.914533,,826.3095654,,320.4304676,,86.38291127,,-57.72801085,,-149.6743203,,-188.7894097,,-228.1617708
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|N2O,kt N2O/yr,,,,,,,,,,,,,629.3106003,,,,,658.7097869,693.0721205,,,,,,636.8932718,,588.6470546,,546.6817748,,522.8207361,,507.2545636,,492.1348939,,485.3251106,,475.4974671
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|N2O|AFOLU,kt N2O/yr,,,,,,,,,,,,,526.3836,,,,,555.1293,583.8749,,,,,,559.3281271,,533.0329593,,511.1256039,,497.4690474,,483.0055817,,468.6307321,,462.4320042,,453.0967702
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|N2O|Waste,kt N2O/yr,,,,,,,,,,,,,18.40889971,,,,,18.154179,17.897686,,,,,,17.776022,,17.554278,,17.284888,,16.906232,,16.38077,,15.749988,,15.089128,,14.429502
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|NH3,Mt NH3/yr,,,,,,,,,,,,,6.161959416,,,,,6.235027062,6.297177061,,,,,,3.834848342,,3.371489981,,3.214127478,,3.128234428,,3.03075134,,2.974025724,,3.023258492,,2.871634059
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|NOx,Mt NO2/yr,,,,,,,,,,,,,10.17167537,,,,,9.375971955,8.876574706,,,,,,4.25373457,,2.450867246,,1.629324285,,1.440218563,,1.288911503,,1.210269204,,1.16490409,,1.051357377
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|OC,Mt OC/yr,,,,,,,,,,,,,4.208034124,,,,,3.7905866,3.913804816,,,,,,1.464550374,,1.18686452,,1.095886461,,1.170069619,,1.121186029,,1.172801064,,1.255718236,,1.139019473
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|SF6,kt SF6/yr,,,,,,,,,,,,,0.470076846,,,,,0.435605508,0.404686097,,,,,,0.058448601,,0.050591584,,0.037712476,,0.034554551,,0.030406969,,0.026224599,,0.021326273,,0.018214613
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|Sulfur,Mt SO2/yr,,,,,,,,,,,,,12.89617755,,,,,10.21813188,7.344627136,,,,,,3.447536224,,2.477333065,,2.100702221,,1.941691659,,1.767455883,,1.611529863,,1.467065246,,1.283451006
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Emissions|VOC,Mt VOC/yr,,,,,,,,,,,,,18.75857016,,,,,17.46141245,15.55126761,,,,,,8.130684624,,6.344859404,,5.370408849,,5.284090924,,4.95083186,,4.891415358,,4.924182834,,4.492710818
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Energy Service|Residential and Commercial|Commercial|Floor Space,bn m2/yr,,,,,,,,,,,,,0,,,,,0,3.9,,,,,,5.417035065,,6.878903493,,8.283662689,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Energy Service|Residential and Commercial|Residential|Floor Space,bn m2/yr,,,,,,,,,,,,,0,,,,,0,9.9,,,,,,10.45145885,,10.93780053,,11.37985772,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Energy Service|Transportation|Freight,bn tkm/yr,,,,,,,,,,,,,0,,,,,0,4200,,,,,,5462.09993,,6673.22824,,7834.194773,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Energy Service|Transportation|Passenger,bn pkm/yr,,,,,,,,,,,,,0,,,,,0,2900,,,,,,3898.434469,,4858.790812,,5780.636648,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy,EJ/yr,,,,,,,,,,,,,35.33736758,,,,,34.92295347,37.13836286,,,,,,28.11942788,,20.52426062,,15.64753543,,15.37305611,,15.75112952,,16.17819049,,15.82661366,,15.63178509
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,5.22095704,,,,,5.324688957,5.424285112,,,,,,8.933946302,,10.42516923,,9.37305861,,9.923143762,,10.04371016,,9.967761852,,9.445607403,,9.341264054
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,10.6885807,,,,,9.934095135,11.86806005,,,,,,7.213983024,,3.426932757,,1.694261584,,1.043483605,,1.034653741,,0.974314703,,1.059160536,,1.0862272
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Geothermal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Heat,EJ/yr,,,,,,,,,,,,,6.641816199,,,,,5.868197608,4.695398523,,,,,,3.634031338,,1.961210731,,0.817853845,,0.696772362,,0.509189674,,0.418745237,,0.355131847,,0.356891289
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0.361126161,,1.150516673,,1.424088745,,2.081931551,,2.78833382,,3.14063426,,3.057912266
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,13.68605827,,,,,13.91056711,14.79522518,,,,,,10.36073115,,7.079297123,,5.348592267,,5.348956732,,5.556442617,,5.856920226,,5.89794444,,5.523797416
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Electricity,EJ/yr,,,,,,,,,,,,,2.248381154,,,,,2.308894833,2.312402469,,,,,,2.557670575,,2.782118007,,2.249592479,,2.504919927,,2.46403743,,2.259880143,,1.994088809,,1.722549082
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Gases,EJ/yr,,,,,,,,,,,,,4.492136328,,,,,4.266878232,4.69560441,,,,,,3.057136722,,1.646859187,,1.122443953,,1.043483605,,1.034653741,,0.974314703,,1.059160536,,1.0862272
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Heat,EJ/yr,,,,,,,,,,,,,2.398118668,,,,,1.878569694,1.45264416,,,,,,1.39726254,,0.846297931,,0.523274605,,0.301504778,,0.113682425,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Hydrogen,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0.093420304,,0.285075685,,0.936850729,,1.63719966,,1.983358683,,1.895053716
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Liquids,EJ/yr,,,,,,,,,,,,,2.827672552,,,,,3.81681094,3.989016104,,,,,,1.544276272,,0.63813616,,0.267564995,,0.229052369,,0.237905603,,0.302118799,,0.214376477,,0.182619534
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Liquids|Oil,EJ/yr,,,,,,,,,,,,,2.696051462,,,,,3.781008223,3.892076349,,,,,,1.236457071,,0.323646799,,0.00806683,,5.71E-06,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Other,EJ/yr,,,,,,,,,,,,,0,,,,,0.110620925,0.282904898,,,,,,0.72456162,,0.818791516,,0.78670397,,0.752012926,,0.715247112,,0.680278774,,0.645086997,,0.615706683
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Solids,EJ/yr,,,,,,,,,,,,,1.719749568,,,,,1.528792486,2.062653138,,,,,,1.079823425,,0.347094322,,0.305591961,,0.232907443,,0.054065576,,0.003128147,,0.001872937,,0.021641201
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Solids|Biomass,EJ/yr,,,,,,,,,,,,,0.123943159,,,,,0.168128761,0.270610078,,,,,,0.526066232,,0.347094322,,0.305591961,,0.232907443,,0.054065576,,0.003128147,,0.001872937,,0.021641201
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Industry|Solids|Coal,EJ/yr,,,,,,,,,,,,,1.595806409,,,,,1.360663725,1.79204306,,,,,,0.553757192,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,9.309407769,,,,,10.7455443,11.54357609,,,,,,5.57336006,,2.407281449,,0.617714744,,0.440020283,,0.449406806,,0.512515115,,0.404286556,,0.373470491
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial,EJ/yr,,,,,,,,,,,,,14.24248762,,,,,13.68617499,14.29166873,,,,,,12.07848875,,8.741737003,,5.808965216,,5.510720169,,5.657334187,,5.759931349,,5.342995101,,5.500191168
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Electricity,EJ/yr,,,,,,,,,,,,,2.571412317,,,,,2.64268608,2.653070856,,,,,,4.425938848,,4.703309267,,3.819566054,,4.043747014,,4.187259478,,4.297534858,,4.022977198,,4.173633475
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Gases,EJ/yr,,,,,,,,,,,,,4.535330346,,,,,4.296446429,6.202272098,,,,,,3.829737472,,1.780073569,,0.571817631,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Heat,EJ/yr,,,,,,,,,,,,,4.243697531,,,,,3.989627915,3.242754363,,,,,,2.236768798,,1.114912801,,0.29457924,,0.395267584,,0.395507249,,0.418745237,,0.355131847,,0.356891289
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Hydrogen,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,4.46E-05,,0.00013049,,0.000140602,,0.000141351,,0.000142098,,0.000142856,,0.000143545
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Liquids,EJ/yr,,,,,,,,,,,,,1.136641955,,,,,1.348316876,0.93208636,,,,,,0.62632152,,0.366742337,,0.221037756,,0.210937986,,0.211501203,,0.210396316,,0.189910079,,0.190850957
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Other,EJ/yr,,,,,,,,,,,,,0.002456966,,,,,0.005858303,0.219789059,,,,,,0.80713125,,0.77665445,,0.901834045,,0.860626984,,0.862924907,,0.833112841,,0.774833121,,0.778671903
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Solids,EJ/yr,,,,,,,,,,,,,1.752948501,,,,,1.40323939,1.041695991,,,,,,0.152590864,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,,,,,,,,,,,,,0.823590861,,,,,0.688735532,0.859969365,,,,,,0.152590864,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Solids|Biomass|Traditional,EJ/yr,,,,,,,,,,,,,0.231339061,,,,,0.115669531,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,,,,,,,,,,,,,0.92935764,,,,,0.714503858,0.181726626,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Solar,EJ/yr,,,,,,,,,,,,,0.002456966,,,,,0.116479228,0.502693957,,,,,,1.53169287,,1.595445966,,1.688538016,,1.61263991,,1.578172019,,1.513391615,,1.419920118,,1.394378586
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Solids,EJ/yr,,,,,,,,,,,,,3.474148909,,,,,2.933948246,3.104349129,,,,,,1.232414288,,0.347094322,,0.305591961,,0.232907443,,0.054065576,,0.003128147,,0.001872937,,0.021641201
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Solids|Biomass,EJ/yr,,,,,,,,,,,,,0.94753402,,,,,0.856864293,1.130579443,,,,,,0.678657096,,0.347094322,,0.305591961,,0.232907443,,0.054065576,,0.003128147,,0.001872937,,0.021641201
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Solids|Biomass|Traditional,EJ/yr,,,,,,,,,,,,,0.231339061,,,,,0.115669531,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,2.526614889,,,,,2.077083953,1.973769686,,,,,,0.553757192,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Transportation,EJ/yr,,,,,,,,,,,,,7.408821696,,,,,7.326211371,8.051468953,,,,,,5.680207976,,4.703226491,,4.48997795,,4.513379207,,4.537352719,,4.561338914,,4.585674117,,4.607796502
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Transportation|Electricity,EJ/yr,,,,,,,,,,,,,0.401163568,,,,,0.373108044,0.458811787,,,,,,1.950336878,,2.939741958,,3.303900078,,3.37447682,,3.392413248,,3.410346851,,3.428541396,,3.445081496
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Transportation|Gases,EJ/yr,,,,,,,,,,,,,1.661114026,,,,,1.370770474,0.970183541,,,,,,0.32710883,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Transportation|Hydrogen,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0.361081583,,1.05696588,,1.138872459,,1.144939471,,1.150992062,,1.157132721,,1.162715005
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Transportation|Liquids,EJ/yr,,,,,,,,,,,,,5.345093262,,,,,5.580416482,6.622473625,,,,,,3.402762268,,1.402402951,,0.129111993,,2.99E-05,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Transportation|Liquids|Coal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5REF,Final Energy|Transportation|Liquids|Oil,EJ/yr,,,,,,,,,,,,,5.276487454,,,,,5.532962344,6.580661988,,,,,,3.402762268,,1.402402951,,0.129111993,,2.99E-05,,0,,0,,0,,0
